time,pm2_5,pm10,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,temperature_2m,relative_humidity_2m,wind_speed_10m,wind_direction_10m,surface_pressure
9/13/2024 6:00,17.9,25.6,495,11.9,6.4,66,20.4,98,3.3,174,867.6
9/13/2024 7:00,19.9,28.5,437,8.3,6.5,93,22.6,90,3.9,146,868.9
9/13/2024 8:00,17.1,24.6,384,5.4,6.3,114,24.6,81,4.1,105,870.1
9/13/2024 9:00,15.2,21.8,345,3.6,5.3,124,26.2,73,5.4,94,870.6
9/13/2024 10:00,12.8,18.4,312,2.4,4,128,27.7,66,2.3,72,870.4
9/13/2024 11:00,11.6,16.8,287,1.6,2.9,129,27.3,67,4.2,301,869.5
9/13/2024 12:00,11.5,16.6,270,1.1,2.4,128,24.2,85,4.8,283,868.1
9/13/2024 13:00,11.4,16.4,262,1,2.1,124,25.5,73,5.9,284,867
9/13/2024 14:00,11.1,16.1,267,1.5,2,120,24.9,76,7.2,297,866.3
9/13/2024 15:00,11.1,16.1,282,2.7,2,116,24.6,78,6.3,283,865.7
9/13/2024 16:00,11.7,16.9,309,4.5,2.2,111,24.2,79,3.3,229,866.1
9/13/2024 17:00,18,26,382,7.6,3.4,100,23.2,88,1.6,207,866.7
9/13/2024 18:00,20.3,29.2,480,12,4.1,90,22,97,3.3,6,866.7
9/13/2024 19:00,23.2,33.4,617,18.1,5,76,21.8,96,0.4,180,866.8
9/13/2024 20:00,26.6,38.2,732,23.1,5.8,64,20.8,99,1.8,180,866.8
9/13/2024 21:00,30,43,808,26,6.5,56,20.6,99,3.6,186,866.4
9/13/2024 22:00,30.2,43.1,862,27.7,7,51,20.1,98,2.9,173,865.9
9/13/2024 23:00,26.3,37.6,885,28,7.4,47,19.7,98,2.2,180,865.3
9/14/2024 0:00,24.7,35.4,859,26.2,7.4,45,19.3,96,2.2,180,864.6
9/14/2024 1:00,24.7,35.4,802,23,7.2,44,19.2,95,1.5,166,864.2
9/14/2024 2:00,24.2,34.6,754,20.4,7.1,43,18.8,96,1.1,162,864.3
9/14/2024 3:00,23.6,33.8,743,19.5,7.4,40,18.6,97,2.3,162,864.1
9/14/2024 4:00,21.8,31.2,741,19.1,7.8,36,18.3,98,3.9,158,864
9/14/2024 5:00,19.7,28.1,825,20,7.1,35,18.3,98,6.8,148,864.5
9/14/2024 6:00,22,31.4,698,15.6,7.1,60,20.1,95,8.3,146,866
9/14/2024 7:00,22.6,32.4,520,9.5,7.1,95,22.9,86,6.4,128,868.3
9/14/2024 8:00,19.3,27.8,378,4.7,6.7,119,24.3,75,7.2,117,869
9/14/2024 9:00,13.6,19.6,305,2.5,5.4,124,25.1,72,6.4,133,869.3
9/14/2024 10:00,10.4,14.8,266,1.7,3.7,118,26.7,68,4.1,165,869.1
9/14/2024 11:00,9.7,13.8,243,1.3,2.4,112,26.5,66,7.5,197,868.3
9/14/2024 12:00,9.8,14.1,229,1.1,1.8,109,23.3,81,7.7,221,867.8
9/14/2024 13:00,9.6,13.8,230,1.5,1.6,105,23.6,81,1.5,346,867.5
9/14/2024 14:00,10.6,15.1,243,2.4,1.7,100,23.1,80,6.1,273,866.9
9/14/2024 15:00,11.8,16.9,261,3.7,2.1,95,22.3,86,2.2,9,866.4
9/14/2024 16:00,13,18.5,291,5.7,2.7,90,21.8,88,0.5,45,866.6
9/14/2024 17:00,17.6,25.3,320,7,2.6,85,21.4,92,2.5,82,866.4
9/14/2024 18:00,19,27.2,375,9.3,3,77,20.9,94,0.5,45,867.5
9/14/2024 19:00,20.2,28.8,452,12.5,3.6,65,20.8,96,0.4,270,867.9
9/14/2024 20:00,21.8,31.1,516,15,4.1,56,20.7,97,1.5,194,868.1
9/14/2024 21:00,22.4,31.9,555,16.2,4.5,50,20.5,98,2.3,252,867.8
9/14/2024 22:00,21.6,30.7,580,16.8,4.8,47,20,98,2.4,243,867.5
9/14/2024 23:00,20.2,28.8,592,16.8,5.1,44,19.4,98,1.6,207,867.2
9/15/2024 0:00,18.9,27,585,16.1,5.2,42,18.9,99,1.1,180,866.5
9/15/2024 1:00,17.7,25.3,565,14.9,5.2,41,18.6,99,1.8,191,865.5
9/15/2024 2:00,16.8,24,550,14.2,5.3,40,18.2,99,1.4,180,865
9/15/2024 3:00,16.2,23.1,557,14.8,5.5,37,18.2,99,1.8,180,865
9/15/2024 4:00,15.9,22.6,569,15.7,5.9,34,18,100,1.8,180,865
9/15/2024 5:00,14.5,20.7,502,13.8,5.3,37,18.4,99,1.1,180,865.5
9/15/2024 6:00,16.5,23.6,430,11.1,5,50,19.7,97,1.5,194,866.8
9/15/2024 7:00,13.3,19.1,330,7.5,4.5,68,21.6,87,2.4,297,868.2
9/15/2024 8:00,11.7,16.8,254,4.5,4,82,22.7,83,6.3,294,868.5
9/15/2024 9:00,11.9,17.1,223,3,3.2,87,23.5,79,9.5,299,868.9
9/15/2024 10:00,12.3,17.8,215,2.1,2.4,88,24.3,75,11,311,868.8
9/15/2024 11:00,11.4,16.3,216,1.8,1.8,88,24.7,75,11.7,304,868.3
9/15/2024 12:00,11.1,15.9,219,1.8,1.8,89,23.7,80,10.8,291,867.6
9/15/2024 13:00,12,17.1,230,2.2,2.1,89,23.9,83,7.4,317,866.9
9/15/2024 14:00,12.2,17.5,253,3.4,2.4,88,24.4,77,7.9,286,866
9/15/2024 15:00,11.6,16.5,283,5.3,2.6,84,22.9,82,8.9,317,865.8
9/15/2024 16:00,12,17.1,323,8,2.9,78,22.6,83,2.7,293,866.4
9/15/2024 17:00,13.6,19.4,266,5,2.5,90,21.7,88,5.2,286,866.6
9/15/2024 18:00,18,25.7,396,11.1,3.1,78,20.9,93,3.6,315,867.7
9/15/2024 19:00,21.8,31.2,572,19.4,4,61,20.8,94,3.1,249,868.6
9/15/2024 20:00,22.1,31.5,684,24.4,4.7,49,20.4,95,4,280,869.1
9/15/2024 21:00,19.6,27.8,668,23,4.9,45,20.1,98,3.9,304,869
9/15/2024 22:00,18,25.7,588,18.5,4.9,46,19.9,96,4.4,235,868.6
9/15/2024 23:00,16.9,24.1,523,14.8,4.9,46,19.7,96,4.5,209,867.8
9/16/2024 0:00,16.4,23.3,503,13.6,5.1,45,19.7,95,5,210,867.1
9/16/2024 1:00,16.2,23.2,498,13.4,5.3,43,19.5,95,2.3,198,866.6
9/16/2024 2:00,15.7,22.4,495,13.3,5.6,42,19.3,95,2.1,211,866
9/16/2024 3:00,15.4,21.9,496,13.6,6.1,40,19.2,94,2.8,220,865.6
9/16/2024 4:00,15.5,22.2,499,14.2,6.6,39,18.8,94,3.2,207,865.7
9/16/2024 5:00,19,27.1,573,17.6,7.2,39,18.5,95,4.3,180,866.3
9/16/2024 6:00,22.4,32,477,13.9,6.4,53,19.4,95,5.8,173,867.6
9/16/2024 7:00,19.7,28.2,344,8.7,5.4,73,21.3,88,5.1,172,869.3
9/16/2024 8:00,15,21.5,246,4.7,4.4,88,22.3,81,1.8,169,870.5
9/16/2024 9:00,13.8,20.1,217,2.9,3.7,95,23.6,74,3.6,276,871.1
9/16/2024 10:00,13.9,20.2,221,2.3,3.1,99,24.7,69,6.2,291,871.3
9/16/2024 11:00,14.3,20.7,228,1.9,2.7,101,25.4,67,7.1,300,871.2
9/16/2024 12:00,14.1,20.4,222,1.4,2.4,104,26.3,64,6.3,301,870.7
9/16/2024 13:00,13.9,20.1,217,1.2,2.2,107,26,63,4.9,306,869.9
9/16/2024 14:00,13.2,19.2,226,1.9,2.2,106,24.7,70,4.1,322,869
9/16/2024 15:00,12.1,17.5,247,3.4,2.3,99,24.2,76,6.4,322,868.8
9/16/2024 16:00,13.2,19,282,5.8,2.5,89,23.7,80,6.3,301,868.9
9/16/2024 17:00,22.8,32.7,289,7.6,2.7,76,22.7,86,4.7,328,869
9/16/2024 18:00,23.5,33.5,362,11,3.2,69,21.4,91,4.4,305,869.7
9/16/2024 19:00,25.6,36.3,465,15.7,4,58,20.9,93,2.9,173,870.1
9/16/2024 20:00,27.2,38.6,552,19.5,4.6,49,20.5,95,3.6,174,870
9/16/2024 21:00,28.5,40.4,617,21.7,5,42,19.8,97,4.1,165,870.1
9/16/2024 22:00,28.5,40.4,666,23,5.3,37,19.1,98,3.8,163,869.7
9/16/2024 23:00,26.3,37.1,677,22.7,5.6,35,18.8,98,3.8,163,869.4
9/17/2024 0:00,24.3,34.5,621,19.8,5.9,37,18.7,98,2.6,164,869
9/17/2024 1:00,22.7,32.1,525,15.4,6.1,43,18.6,99,3.3,167,868.7
9/17/2024 2:00,21.4,30.3,453,12.2,6.4,47,18.6,99,3.7,169,868.3
9/17/2024 3:00,20.4,29,435,11.9,7,47,18.9,99,4.7,157,868.5
9/17/2024 4:00,19.8,28.1,439,12.8,7.6,46,19,99,4.7,157,869.2
9/17/2024 5:00,21.9,31.2,496,13.6,7.7,41,18.9,98,3.7,151,869.7
9/17/2024 6:00,25.5,36.2,441,11.2,6.9,57,20,97,5.1,141,870.6
9/17/2024 7:00,26,37,364,7.8,5.7,79,21.7,90,3.2,117,872.4
9/17/2024 8:00,23.4,34.2,300,5.1,4.6,95,23,83,2,45,873.1
9/17/2024 9:00,21.1,31.7,261,3.6,3.4,100,24.1,77,2.5,360,873.7
9/17/2024 10:00,20.3,30.9,236,2.6,2.2,100,25.8,71,4.7,351,873.7
9/17/2024 11:00,18.6,28.4,222,2.3,1.5,98,25.7,71,1.4,360,873.3
9/17/2024 12:00,17.9,27,217,2.4,1.5,96,24.9,74,3,346,872.4
9/17/2024 13:00,18.5,27.3,224,3,2,93,23.2,81,1.1,252,871.7
9/17/2024 14:00,18.4,27,250,4.6,2.6,90,24.4,76,3,346,871
9/17/2024 15:00,18.6,27.1,291,7.2,3.1,88,23.6,77,1.3,214,870.3
9/17/2024 16:00,18.9,27.4,350,10.7,3.7,86,23,80,4.8,228,869.7
9/17/2024 17:00,21.1,30.7,397,13,3.4,69,22.1,87,2.1,239,869.1
9/17/2024 18:00,24.4,35.4,550,19.8,4.2,59,20.6,97,2.3,198,869.3
9/17/2024 19:00,26.7,38.4,761,29,5.4,44,20.2,99,3.3,174,869.6
9/17/2024 20:00,27.4,39.6,910,35.2,6.3,34,19.9,98,4.7,157,869.8
9/17/2024 21:00,27,39,946,35.6,6.9,31,19.6,97,5.2,155,870.1
9/17/2024 22:00,25,36.1,920,33,7.2,32,19.2,98,4.7,157,869.9
9/17/2024 23:00,22.1,32,870,29.7,7.5,33,18.8,99,4.6,162,869.8
9/18/2024 0:00,19.9,28.8,796,26,7.6,35,18.5,99,4.1,165,869.5
9/18/2024 1:00,18.3,26.5,697,21.6,7.6,37,18.2,99,4,170,869.2
9/18/2024 2:00,17.1,24.5,614,18.1,7.6,39,18.1,99,3.3,174,868.7
9/18/2024 3:00,16.1,23.2,568,16.6,7.8,38,18.1,98,2.9,173,868.7
9/18/2024 4:00,15.7,22.5,537,16.1,8,38,18.4,97,2.5,172,869.2
9/18/2024 5:00,12.4,17.4,641,14,4.2,17,18.7,95,2.6,164,869.8
9/18/2024 6:00,15.9,22.4,548,11.3,4.8,41,19.7,95,4.2,160,870.6
9/18/2024 7:00,20.8,29.9,420,7.5,5.5,74,22.6,86,2.6,106,872.5
9/18/2024 8:00,20.1,29.5,321,4.5,5.8,100,24.3,78,2.9,90,873.1
9/18/2024 9:00,19.6,29.3,280,2.9,5.1,112,26,70,2.5,98,873.3
9/18/2024 10:00,19.7,29.5,267,2,3.8,116,27.5,64,1.4,90,873.2
9/18/2024 11:00,19.5,29.1,259,1.5,2.8,118,28.5,62,0.8,63,872.9
9/18/2024 12:00,18.9,28.2,245,1,2.4,119,29.2,61,0.8,297,872.2
9/18/2024 13:00,18.6,27.9,235,0.8,2.2,118,26.2,73,4.7,261,871
9/18/2024 14:00,18.2,27.2,242,1.5,2.2,114,25.8,76,5.3,332,870.3
9/18/2024 15:00,17.8,26.5,264,3.3,2.3,107,25.3,80,5.4,323,869.7
9/18/2024 16:00,19.2,28.6,302,6,2.6,99,25,79,2.9,240,869.4
9/18/2024 17:00,14.1,20.8,319,9.1,3.3,89,23.7,90,2.6,286,869.2
9/18/2024 18:00,19.3,28.3,442,14.4,4.1,80,21.7,97,2.4,207,869.3
9/18/2024 19:00,23.2,33.9,613,21.8,5.3,67,21.2,98,1.5,194,869.8
9/18/2024 20:00,25.3,36.8,750,27.4,6.2,56,20.9,98,2.5,188,870.3
9/18/2024 21:00,26.7,38.5,825,29.9,7,50,20.6,98,2.9,180,870.2
9/18/2024 22:00,27.4,39.5,866,30.7,7.5,47,20.3,98,3.2,180,870.3
9/18/2024 23:00,27.9,40.2,882,29.9,7.4,43,19.9,99,3.3,174,870.1
9/19/2024 0:00,27.1,38.8,873,27.2,6,38,19.3,100,2.9,173,869.5
9/19/2024 1:00,28.5,40.6,838,22.9,3.9,34,19.3,100,1.8,180,869.3
9/19/2024 2:00,26.3,37.5,781,18.9,2.4,31,19.4,99,2.5,180,869.1
9/19/2024 3:00,23.2,33.1,689,15.5,1.9,29,19.3,99,2.5,180,868.8
9/19/2024 4:00,21.7,30.7,575,12.4,2.1,30,18.9,99,1.4,180,868.9
9/19/2024 5:00,16.9,23.9,735,12.7,2.1,16,18.8,99,2.2,171,869.4
9/19/2024 6:00,17.7,25.1,632,11,4.5,46,19.5,98,4.7,171,870.1
9/19/2024 7:00,20.1,28.6,489,8.7,7.8,87,22.9,90,3.8,163,872.3
9/19/2024 8:00,20,29.1,372,6.5,9.6,118,25.1,79,1.8,127,873.4
9/19/2024 9:00,18.7,27.4,307,4.6,8.6,129,26.8,71,1.4,360,873.7
9/19/2024 10:00,15.8,23,268,2.8,6.1,130,27.9,65,4,333,873.5
9/19/2024 11:00,14.3,21,242,1.6,4.2,129,28.5,63,6.4,313,872.8
9/19/2024 12:00,13.8,20.3,224,0.9,3.6,129,28.8,60,8.1,302,872
9/19/2024 13:00,13.8,20.4,219,0.8,3.5,127,28.6,60,7.8,292,871.1
9/19/2024 14:00,14.1,20.8,228,1.5,3.6,123,27.5,66,8.9,284,870.4
9/19/2024 15:00,14.4,21.2,243,2.9,3.7,116,26.5,74,7.4,284,869.5
9/19/2024 16:00,15.8,23.3,273,5,3.9,108,26.1,74,8.2,299,869.5
9/19/2024 17:00,13.9,20.3,322,7.3,4.1,97,24.6,82,4.1,322,869
9/19/2024 18:00,16.5,24.1,433,12.3,4.8,88,23.4,88,5.4,318,869.1
9/19/2024 19:00,19.5,28.3,589,19.4,5.9,75,22.2,92,5.2,245,869.4
9/19/2024 20:00,21.7,31.4,733,25.3,6.7,63,21.7,94,3.3,221,869.8
9/19/2024 21:00,23.7,34.2,858,29.4,7.2,52,21.1,96,2.9,210,869.8
9/19/2024 22:00,24.7,35.5,970,32.4,7.5,42,20.8,99,3.4,198,869.8
9/19/2024 23:00,23.9,34.2,1033,33.2,7.5,35,20.2,100,4.3,185,869.2
9/20/2024 0:00,22.1,31.5,1020,30.5,7.2,32,19.5,100,4,180,869
9/20/2024 1:00,19.6,27.9,957,25.7,6.6,31,18.8,100,3.7,169,868.3
9/20/2024 2:00,16.6,23.6,888,21.4,6.1,32,18.4,100,4,170,868
9/20/2024 3:00,14.6,20.8,830,18.8,5.8,30,18.2,100,4.5,166,867.7
9/20/2024 4:00,13.9,19.8,764,16.7,5.6,29,18,100,4.8,167,867.7
9/20/2024 5:00,13.2,19,713,13,4.6,28,18.3,98,5.7,162,868.1
9/20/2024 6:00,17.1,24.6,596,11,5.4,54,20.4,96,6.1,152,869.5
9/20/2024 7:00,22.2,31.8,435,8.1,6.5,90,23.3,88,5.7,145,871.2
9/20/2024 8:00,15,21.5,309,5.6,7,117,24.9,81,4.9,126,872.2
9/20/2024 9:00,12.4,17.9,254,3.9,6.1,125,25.6,78,4.1,105,872.8
9/20/2024 10:00,11,15.9,236,2.5,4.6,123,25.6,77,4,63,872.8
9/20/2024 11:00,10.5,15.1,228,1.6,3.5,122,26.5,72,4.4,55,872.6
9/20/2024 12:00,11,15.9,221,1.1,3.2,125,28.2,63,3.7,29,872.1
9/20/2024 13:00,11.7,16.9,225,1.1,3.2,128,28.3,57,4.5,299,871.1
9/20/2024 14:00,12.7,18.4,244,1.9,3.4,127,27.3,67,7.3,303,870.2
9/20/2024 15:00,13.8,20,277,3.7,3.5,121,26.7,71,7.2,267,869.6
9/20/2024 16:00,15.3,22.2,325,6.4,3.7,111,25.9,73,5.4,290,869.7
9/20/2024 17:00,14.1,20.4,361,9.3,3.7,91,24.4,83,2.9,277,869.1
9/20/2024 18:00,18.6,26.8,490,14.9,4.4,81,22.9,90,1.5,194,870.2
9/20/2024 19:00,22.1,31.8,672,22.7,5.4,67,22,96,1.9,158,870.1
9/20/2024 20:00,24.4,35.2,829,29.1,6.3,54,21.6,97,4.3,180,870.2
9/20/2024 21:00,27.7,39.8,946,33.1,6.9,45,21,99,4,185,870
9/20/2024 22:00,28.6,41.1,1039,35.6,7.3,37,20.5,99,2.5,180,870.4
9/20/2024 23:00,26.5,38.2,1077,35.9,7.5,32,20.1,100,3.6,174,870.4
9/21/2024 0:00,23.1,33.1,1036,32.7,7.3,31,19.7,100,4,170,870.3
9/21/2024 1:00,19.8,28.4,940,27.1,6.9,33,19.8,100,4.2,160,870.1
9/21/2024 2:00,16.9,24.2,834,22,6.5,36,20.2,99,6.1,135,870.5
9/21/2024 3:00,14.5,20.7,723,18.1,6.4,39,20.5,98,5.6,153,870.4
9/21/2024 4:00,13.4,19.2,602,14.7,6.4,43,20.5,99,4.8,132,870.7
9/21/2024 5:00,13.6,19.3,442,10.3,6.3,52,20.5,99,4.5,151,871.1
9/21/2024 6:00,15,21.4,395,9.3,5.8,63,21,97,5.2,146,871.3
9/21/2024 7:00,15.8,22.5,329,7.8,5.1,78,21.9,95,4.6,135,872.8
9/21/2024 8:00,11.5,16.5,273,6.3,4.4,92,22,92,4.7,157,873.3
9/21/2024 9:00,8.9,12.8,234,4.6,3.6,102,22.9,84,2.8,140,874.2
9/21/2024 10:00,7.9,11.4,205,2.8,2.8,110,23.4,80,3.9,146,874.4
9/21/2024 11:00,8.2,11.8,187,1.6,2.2,117,24.1,77,3.1,144,874
9/21/2024 12:00,8.9,12.8,182,1,2,122,25.2,69,2.3,162,873.2
9/21/2024 13:00,9.4,13.5,188,0.9,2,125,25.5,63,1.8,169,871.9
9/21/2024 14:00,9.7,13.9,210,1.7,2.1,125,25.7,61,2.3,198,870.9
9/21/2024 15:00,10.3,14.7,245,3.5,2.2,121,26.4,58,1.3,326,870.2
9/21/2024 16:00,10.9,15.7,295,6.3,2.4,113,26.3,63,1.8,323,870
9/21/2024 17:00,19.4,28,379,12.2,2.8,96,24,79,4.2,250,868.9
9/21/2024 18:00,21.9,31.5,492,16.8,3.5,85,23.1,87,3.3,229,869.8
9/21/2024 19:00,24.4,35.2,651,23.3,4.4,69,22.3,91,2.3,198,870.5
9/21/2024 20:00,27.4,39.3,792,28.7,5.3,55,22.1,92,3.3,193,871.1
9/21/2024 21:00,29.8,42.7,902,32.2,5.9,45,21.4,95,2.9,180,871.1
9/21/2024 22:00,29.9,43,995,34.6,6.5,38,20.8,97,2.2,180,871
9/21/2024 23:00,28.8,41.3,1044,35.3,6.8,33,20.5,98,1.8,180,870.7
9/22/2024 0:00,27.1,39,1030,33.4,6.8,31,20.3,98,0.7,180,870.3
9/22/2024 1:00,25.5,36.7,972,29.7,6.7,32,20.4,96,2.2,189,869.6
9/22/2024 2:00,23.5,33.8,906,26.2,6.7,34,20.5,97,3.6,186,869.3
9/22/2024 3:00,21.6,31.1,845,23.8,7.1,33,20.9,96,3.6,180,869.3
9/22/2024 4:00,20.3,29.3,775,21.6,7.6,34,20.8,95,2.2,171,869.5
9/22/2024 5:00,15.2,21.9,634,14.7,6.2,35,20.8,92,0.7,180,869.9
9/22/2024 6:00,19.3,27.8,533,12.4,6.9,58,20.9,91,4,170,870.4
9/22/2024 7:00,25.2,36.2,394,9.2,7.8,89,23.9,89,2.9,150,872.4
9/22/2024 8:00,17.9,25.9,288,6.4,8,115,25.9,71,0.5,135,873.1
9/22/2024 9:00,16.4,23.7,246,4.4,7,128,27.9,61,1.4,360,873.9
9/22/2024 10:00,15.9,23,237,2.8,5.3,135,29,58,2.6,326,873.8
9/22/2024 11:00,16.4,23.7,237,1.8,4.1,141,30.3,53,2.5,315,873.7
9/22/2024 12:00,17.2,24.9,235,1.2,3.7,147,30.6,53,3.8,311,872.9
9/22/2024 13:00,18.2,26.3,242,1.1,3.7,152,30.3,55,5.6,297,871.7
9/22/2024 14:00,18.9,27.3,264,1.9,3.8,152,29.3,60,4.7,302,870.5
9/22/2024 15:00,19.6,28.3,302,3.9,3.8,145,28.9,64,5.4,307,869.6
9/22/2024 16:00,20.5,29.7,355,6.8,3.9,134,27.5,73,6.9,317,869.2
9/22/2024 17:00,17.4,25,448,11.1,4.1,130,25.3,88,4.3,294,868.8
9/22/2024 18:00,20.3,29.1,563,15.6,4.9,118,23.5,90,2.9,210,869.7
9/22/2024 19:00,23.6,33.9,724,21.9,5.9,101,22.7,90,2.2,189,869.8
9/22/2024 20:00,26.9,38.5,865,26.9,6.8,86,22.4,89,2.5,188,870.2
9/22/2024 21:00,30.4,43.5,973,29.9,7.5,74,22,90,3.2,180,870.3
9/22/2024 22:00,31,44.5,1061,31.7,8,64,21.4,92,2.2,171,870.2
9/22/2024 23:00,28.3,40.6,1105,31.5,8.1,55,20.9,94,2.2,171,870.1
9/23/2024 0:00,24.6,35.3,1082,28.3,7.5,47,20.7,93,2.6,164,869.9
9/23/2024 1:00,21.2,30.5,1014,23.1,6.5,41,20.6,93,3.1,159,869.4
9/23/2024 2:00,17.9,25.8,942,18.6,5.5,35,20.5,93,3.4,162,869.2
9/23/2024 3:00,15.3,21.9,884,15.7,4.4,24,20.5,93,3.9,158,869.1
9/23/2024 4:00,13.5,19.3,822,13.5,3.3,14,20.2,93,4,170,868.9
9/23/2024 5:00,13.5,19.4,782,13.1,4.1,27,19.8,94,3.6,174,869
9/23/2024 6:00,16.9,24.4,671,11.3,5.9,65,20.3,97,2.3,162,870.7
9/23/2024 7:00,24.6,35.3,517,8.7,8.4,116,25,84,1.6,153,873.3
9/23/2024 8:00,22.1,31.8,395,6.4,9.7,155,26.9,75,1.6,27,874
9/23/2024 9:00,19.6,28.2,338,4.5,8.6,168,28.3,67,1.8,307,874.2
9/23/2024 10:00,18.9,27.2,314,2.8,6.4,167,29.5,60,3.5,294,874
9/23/2024 11:00,18.2,26.3,301,1.7,4.6,165,29,62,7.2,297,873.7
9/23/2024 12:00,18.6,26.8,291,1,4,164,28.4,63,6.6,299,873.2
9/23/2024 13:00,18.9,27.2,292,0.8,3.9,161,27.8,71,6.8,288,872
9/23/2024 14:00,19.2,27.6,311,1.8,3.9,156,26.9,72,4.3,318,870.8
9/23/2024 15:00,18.9,27.2,347,4.3,4,148,26.6,73,3.6,233,869.8
9/23/2024 16:00,19.8,28.6,400,7.9,4.2,138,26.4,74,3.5,246,869.6
9/23/2024 17:00,21,30.3,456,13.5,4.5,124,24.8,87,3.1,216,869.2
9/23/2024 18:00,24.7,35.5,624,20,5.3,108,22.7,91,4.7,180,869
9/23/2024 19:00,27.6,39.6,855,28.7,6.4,86,21.7,94,4.4,171,869.5
9/23/2024 20:00,29.8,42.8,1012,34.2,7.3,70,21.1,95,4.9,163,869.8
9/23/2024 21:00,31.5,45.3,1032,33.5,8,67,20.7,93,5.2,164,870.1
9/23/2024 22:00,30.2,43.2,979,29.5,8.5,69,20.3,93,3.7,169,870.2
9/23/2024 23:00,24.9,35.7,911,25.3,8.8,71,20.3,91,3.9,158,870
9/24/2024 0:00,21.6,31.1,835,21.4,8.6,69,20.1,90,3.9,158,869.8
9/24/2024 1:00,19.2,27.6,744,17.2,8.1,65,20.1,90,3.5,156,868.9
9/24/2024 2:00,17.2,24.8,673,14,7.7,62,19.9,92,3.3,174,868.4
9/24/2024 3:00,15.9,23.1,648,12.9,7.4,55,19.4,95,5,159,868.5
9/24/2024 4:00,16.6,24,642,12.8,7.1,48,19.5,97,6.3,156,869.2
9/24/2024 5:00,13.1,19,562,9.5,5.3,42,19.5,98,3.3,174,869.6
9/24/2024 6:00,16.3,23.5,501,8.5,6.5,70,20.4,96,6.5,161,870.1
9/24/2024 7:00,20.4,29.5,417,7,8,109,24.4,84,4.8,207,872.8
9/24/2024 8:00,22.5,32.5,352,5.5,8.7,138,24.9,79,5.1,278,872.9
9/24/2024 9:00,22.6,32.7,325,4.1,7.6,146,25.2,78,6.8,295,873.4
9/24/2024 10:00,20.7,29.7,317,2.7,5.6,144,25.8,75,7.1,330,873.2
9/24/2024 11:00,19.2,27.5,314,1.8,4,140,27,69,4.3,318,872.8
9/24/2024 12:00,19.7,28.3,311,1.7,3.2,136,28,62,6,303,871.5
9/24/2024 13:00,21.5,30.9,312,2.2,2.8,130,27.6,65,11.4,283,869.9
9/24/2024 14:00,19.5,28,322,3,2.6,124,26.9,69,9.4,288,869.1
9/24/2024 15:00,19.8,28.5,327,3.6,2.7,121,25.9,72,7.8,283,868.7
9/24/2024 16:00,20.3,29.1,341,4.5,3,119,24.4,80,5.1,309,868.9
9/24/2024 17:00,14.5,20.7,439,11,3.5,93,23.7,86,2.3,288,869.4
9/24/2024 18:00,18.7,26.8,585,17.4,4.4,81,22.2,91,2.2,171,869.9
9/24/2024 19:00,21.9,31.3,785,26.1,5.6,65,21.5,96,2.9,187,870.3
9/24/2024 20:00,23.6,33.8,928,31.6,6.5,53,21,98,2.2,180,870.8
9/24/2024 21:00,23.3,33.3,964,31.3,6.9,48,20.8,97,2.3,198,871.4
9/24/2024 22:00,21.7,31,943,27.7,7.1,46,20.7,96,1.5,194,871.5
9/24/2024 23:00,19.7,28.2,897,23.8,7.1,46,20.6,95,1.8,169,871.1
9/25/2024 0:00,18.2,26.1,819,19.7,6.9,48,19.9,100,3.1,159,869.9
9/25/2024 1:00,16.8,24,716,15.1,6.6,51,19.9,100,4.8,153,869.8
9/25/2024 2:00,15.5,22.2,642,12,6.3,53,19.7,98,2.7,113,870.6
9/25/2024 3:00,14.5,20.7,629,11.5,6.2,49,19.9,100,2.3,141,870.1
9/25/2024 4:00,13.8,19.7,645,12.5,6.2,42,19.7,98,4.3,180,869.6
9/25/2024 5:00,13.2,18.8,532,10.7,7.7,59,19.7,98,4.3,180,869.7
9/25/2024 6:00,13.5,19.3,571,12.5,7.7,59,20.2,97,5,180,871
9/25/2024 7:00,15.1,21.5,622,14.8,7.7,60,20.7,94,3.7,194,871.7
9/25/2024 8:00,15.2,21.7,632,15.3,7.5,68,21.3,92,2.1,255,872.5
9/25/2024 9:00,13.2,18.9,565,12.4,7.2,89,22,90,0.9,307,873.2
9/25/2024 10:00,12.4,17.8,458,7.8,6.7,116,22.7,88,2.3,356,873.2
9/25/2024 11:00,13.1,18.8,371,4.2,6,134,23.5,84,2.7,360,872.7
9/25/2024 12:00,12.8,18.3,323,2.5,5,137,24.2,82,4,360,871.7
9/25/2024 13:00,11,15.8,296,1.8,3.8,132,24.7,80,2.6,74,870.7
9/25/2024 14:00,8.6,12.2,295,2.4,3,123,24.6,79,1.3,45,869.8
9/25/2024 15:00,7.9,11.4,332,5.2,3,112,24.5,77,1,45,869.3
9/25/2024 16:00,8.3,11.8,395,9.3,3.3,98,24.2,76,1.9,221,869.7
9/25/2024 17:00,19,27.2,449,11.7,4.3,103,22.6,90,2.5,291,869.8
9/25/2024 18:00,22.7,32.4,510,13.4,4.6,93,21.8,95,3.2,286,870.3
9/25/2024 19:00,23.6,33.8,591,15.7,4.9,79,21.2,97,1.9,253,871.2
9/25/2024 20:00,21.2,30.4,629,16.6,5.1,69,21,98,1.8,246,871.6
9/25/2024 21:00,18.2,25.9,579,14.7,5,68,20.8,99,2,225,871.8
