time,pm2_5,pm10,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,temperature_2m,relative_humidity_2m,wind_speed_10m,wind_direction_10m,surface_pressure
1/1/2023 0:00,83.4,119.2,1689,38,12.9,67,7.9,88,1.1,162,872.6
1/1/2023 1:00,82.2,117.6,1594,31.5,13.2,70,8,85,2.9,150,872.3
1/1/2023 2:00,80.8,115.7,1504,24.6,13.6,73,8,81,4.1,135,871.9
1/1/2023 3:00,78.2,112,1491,21.5,13.5,72,8.2,76,3.6,135,871.8
1/1/2023 4:00,75.7,108.5,1506,19.6,13.2,68,8.3,72,2.3,141,871.8
1/1/2023 5:00,75.4,108,1631,22.3,12.8,65,6.9,88,3.7,151,872.3
1/1/2023 6:00,78.5,112.5,1832,30.9,12.7,60,6.6,87,4.2,149,873.2
1/1/2023 7:00,84.5,121.1,2109,42.8,12.6,53,7.3,83,5.8,150,874.1
1/1/2023 8:00,88.5,126.7,2211,49.8,12.4,56,10.1,71,4.4,125,876
1/1/2023 9:00,71.5,104.1,1840,40,12.1,78,11.8,61,2.9,83,877.2
1/1/2023 10:00,70.3,103.6,1238,22.5,11.9,111,13,57,3.9,22,877.5
1/1/2023 11:00,69.8,103.6,596,3.8,11.4,145,13.9,52,6.5,3,876.8
1/1/2023 12:00,69.2,102.9,440,0,10.6,152,14.5,47,6.6,338,875.9
1/1/2023 13:00,64,95.7,429,0,9.8,150,14.8,45,8,324,874.9
1/1/2023 14:00,62.2,92.7,504,2.8,9,141,14.2,49,10.7,320,874.2
1/1/2023 15:00,62.4,92.7,580,8.8,8.9,132,13.3,55,10.8,323,873.7
1/1/2023 16:00,63.8,94.1,703,17.4,9.2,120,12.1,61,9,331,873.7
1/1/2023 17:00,66.8,96.2,872,25.2,8.9,105,10.4,70,5.2,326,873.5
1/1/2023 18:00,75,107.8,1083,32.3,9.4,94,10.2,75,3.7,349,874.4
1/1/2023 19:00,81,116.4,1382,42.3,10.2,79,10,76,3.7,11,875.1
1/1/2023 20:00,88.2,127.1,1713,52.2,11.1,62,9.2,81,3.1,36,875.3
1/1/2023 21:00,95.2,136.9,1845,54.2,11.4,56,8.3,85,3.6,84,875.2
1/1/2023 22:00,96.6,138.8,1921,53.5,11.8,52,7.4,89,2,135,874.3
1/1/2023 23:00,93.1,134.1,1918,48.8,12.1,53,6.7,92,2,135,873.7
1/2/2023 0:00,90.3,129.9,1795,41.6,12.6,59,6,93,2.5,135,872.8
1/2/2023 1:00,89.6,129,1593,31.7,13.1,70,6.2,87,2.3,141,872.4
1/2/2023 2:00,89.9,129.5,1372,21,13.2,81,5.8,86,2.3,141,871.5
1/2/2023 3:00,93.4,134.6,1307,17.1,12.5,84,5.5,85,2.6,146,871
1/2/2023 4:00,97.6,140.6,1286,15.3,11.3,85,5.5,84,3.4,148,870.9
1/2/2023 5:00,99.7,143.9,1692,22.9,13.4,65,4.8,95,3.1,159,871.5
1/2/2023 6:00,103.8,149.9,2143,34,13.1,65,4.8,95,2.3,162,872.1
1/2/2023 7:00,112.5,162.5,2771,49.7,12.6,65,5.9,93,3.3,167,873.5
1/2/2023 8:00,124.8,180.2,3108,59.2,11.4,72,9.7,77,2.3,162,876.2
1/2/2023 9:00,52.3,81.3,2514,47.1,9.9,89,11.8,63,0,270,877.4
1/2/2023 10:00,45.3,70.3,1488,25.3,8.2,112,13.4,57,1.9,292,877.7
1/2/2023 11:00,45.6,70.1,400,2,6.3,135,14.6,52,3.1,306,877.3
1/2/2023 12:00,46.1,70.1,179,0,5.8,141,15.9,45,5.6,320,876.3
1/2/2023 13:00,46.6,70.5,219,0,5.8,142,15.8,47,8.5,306,875.6
1/2/2023 14:00,47.3,71,368,2,5.9,136,15.3,47,9.4,302,874.9
1/2/2023 15:00,48.2,71.9,448,8.2,6.1,126,14.5,48,9.7,309,874.4
1/2/2023 16:00,52.5,76.6,570,17.2,6.4,112,13.2,55,6.6,319,874.4
1/2/2023 17:00,63.1,90.6,759,27.8,7.1,93,10.3,72,8.9,320,873.9
1/2/2023 18:00,70.1,100.6,973,35,7.4,82,9.4,75,6.4,333,874.6
1/2/2023 19:00,77.1,110.6,1280,45.3,7.9,65,9.1,79,7,339,875.4
1/2/2023 20:00,84.5,121.5,1677,57.5,8.7,46,9.3,79,2.7,113,875.9
1/2/2023 21:00,90.8,130.4,1951,64.4,9.3,36,8.1,83,3.3,131,875.8
1/2/2023 22:00,94.1,135,2218,70.2,9.9,28,5.5,90,3.8,131,874.3
1/2/2023 23:00,90.8,130.4,2400,71.4,10.6,24,5,87,2.1,149,873.6
1/3/2023 0:00,86.6,124.8,2306,63.8,10.9,30,3.3,96,3.4,162,872
1/3/2023 1:00,82.9,119.2,2077,51.3,11.1,41,2.3,100,4.2,160,870.9
1/3/2023 2:00,78.9,113.9,1763,35.8,11.4,56,1.7,100,3.8,163,870.1
1/3/2023 3:00,75.9,109.2,1542,27.2,11.9,65,1.4,100,3,166,870
1/3/2023 4:00,74.5,107.6,1316,19.7,12.4,73,1.3,100,2.6,164,870
1/3/2023 5:00,78.7,113.6,1486,21.1,12.1,65,1.4,99,4.7,157,870.9
1/3/2023 6:00,82.7,119.7,1748,30.1,12.4,64,1.7,99,4.3,156,871.8
1/3/2023 7:00,92.2,133.2,2112,42.6,12.6,63,3.5,94,5.3,152,873.2
1/3/2023 8:00,105.7,152.7,2282,50.1,12.4,70,8.7,76,4.2,110,876.6
1/3/2023 9:00,63.8,95.7,1879,40,11.5,90,11.6,63,4.3,66,877.9
1/3/2023 10:00,62.2,92.9,1203,21.9,10.1,118,13.4,56,4,63,877.9
1/3/2023 11:00,61.2,91,487,2.5,8.4,146,15,52,3.3,13,877.7
1/3/2023 12:00,60.5,89.4,331,0,7.7,153,15.9,47,5.7,325,876.7
1/3/2023 13:00,60.5,88.9,344,0,7.1,152,16.2,44,9.1,326,875.7
1/3/2023 14:00,60.3,88.2,441,2.2,6.7,145,15.6,45,10.4,326,874.6
1/3/2023 15:00,60.5,88.5,511,7.8,6.6,135,14.6,47,9.5,323,873.9
1/3/2023 16:00,61.5,88.5,620,15.9,6.8,120,12.6,56,5.1,321,873.3
1/3/2023 17:00,51.8,74.3,777,25.2,7,102,11.5,55,5.8,292,873.8
1/3/2023 18:00,59.6,85.7,989,32.2,7.3,91,10.6,57,5,249,874.1
1/3/2023 19:00,66.6,95.5,1291,42,7.8,75,10.4,56,6.7,306,874.7
1/3/2023 20:00,75,107.3,1648,52.5,8.4,57,10,59,5.5,328,875.1
1/3/2023 21:00,84.1,120.1,1830,56.2,8.9,49,9.3,65,2.4,153,875.1
1/3/2023 22:00,85.4,122.5,1973,58,9.4,44,8.4,71,0.8,153,874.6
1/3/2023 23:00,81.3,116.4,2061,56.3,9.9,41,4.4,88,2.3,162,872.5
1/4/2023 0:00,78,112,2004,50.5,10.2,44,3.5,94,2.4,153,871.6
1/4/2023 1:00,77.5,111.3,1869,41.6,10.6,50,2.8,97,3.2,153,870.8
1/4/2023 2:00,77.3,111.3,1706,31.4,10.8,57,1.6,100,4.7,157,869.9
1/4/2023 3:00,77.1,110.8,1620,26.2,11,59,1,100,5.5,157,869.2
1/4/2023 4:00,76.4,109.7,1547,22.2,11.1,60,0.8,99,5.3,152,869.1
1/4/2023 5:00,69.8,100.4,1773,26,11,54,1.2,98,4.8,153,870.4
1/4/2023 6:00,72.4,104.1,2039,33.5,10.9,59,1.7,95,5.9,142,870.9
1/4/2023 7:00,76.6,109.7,2408,43.7,10.6,66,3,91,7.5,145,872.3
1/4/2023 8:00,83.4,119.7,2548,49,10.1,80,8,75,6.2,126,875.6
1/4/2023 9:00,51.9,76.1,2065,38.6,9.4,98,11.7,59,4.4,81,877.6
1/4/2023 10:00,44.9,65.9,1280,20.9,8.5,119,13.7,46,5.8,60,877.6
1/4/2023 11:00,43.2,63.1,449,2.2,7.6,141,15.4,38,4.9,73,877.1
1/4/2023 12:00,42.3,61.5,266,0,7.1,146,16.5,37,2.2,81,876.1
1/4/2023 13:00,41.7,60.5,281,0,6.8,146,16.8,34,0.4,90,875.1
1/4/2023 14:00,41.3,59.8,387,2.1,6.6,139,16.5,32,2.5,278,874.3
1/4/2023 15:00,42,60.8,442,7.2,6.6,130,15.2,37,6.5,276,873.8
1/4/2023 16:00,46.1,66.4,534,14.6,6.8,117,13,50,5.8,292,873.5
1/4/2023 17:00,48.7,69.8,747,26.5,6.8,97,9,64,9.2,301,872.8
1/4/2023 18:00,57,81.7,991,35.1,7.2,84,8,65,7.4,309,873.2
1/4/2023 19:00,67.3,96.2,1340,47.5,7.7,65,9.8,53,3.6,270,874.4
1/4/2023 20:00,73.1,104.5,1794,61.7,8.5,44,9.4,55,0.8,153,874.7
1/4/2023 21:00,76.4,109.2,2091,68.5,9.2,35,9,57,0.4,180,874.8
1/4/2023 22:00,76.4,109.2,2376,73.6,9.9,28,7.2,66,2.5,180,873.8
1/4/2023 23:00,72.9,104.3,2627,75.5,10.8,24,4.8,78,2.9,173,872.6
1/5/2023 0:00,68.2,97.8,2656,71.7,11.1,25,4.1,81,3,166,871.9
1/5/2023 1:00,64.3,91.7,2587,64.4,11.1,30,3.4,82,5,159,871.5
1/5/2023 2:00,61,87.1,2465,54.3,11.2,36,3.5,79,4.7,157,871
1/5/2023 3:00,58.7,84.1,2350,46.9,11.1,39,3.5,78,4.3,156,870.6
1/5/2023 4:00,57.4,82.2,2211,39.2,11.1,42,3.2,77,4,153,870.5
1/5/2023 5:00,59.8,85.7,2206,35,10.6,45,2,81,5.6,153,871.1
1/5/2023 6:00,63.1,90.3,2525,42.4,10.2,54,2.8,73,4.2,149,871.8
1/5/2023 7:00,69.2,99,2967,52.5,9.8,66,4.5,67,5,150,873.2
1/5/2023 8:00,79.6,114.1,3110,56.8,8.8,84,8.8,58,5.6,140,876.3
1/5/2023 9:00,35.9,51.8,2473,44.4,7.6,98,12.2,42,4.7,99,878.6
1/5/2023 10:00,28.9,41.9,1452,24,6.1,112,13.9,40,3.6,96,879.1
1/5/2023 11:00,27.5,39.8,380,2.4,4.5,127,15.3,39,2.2,81,878.8
1/5/2023 12:00,27.3,39.6,154,0,4.1,133,16.2,39,1.9,22,878.1
1/5/2023 13:00,27.4,39.7,190,0,4,135,16.6,38,4,10,877
1/5/2023 14:00,27.9,40.3,348,2.2,4.1,132,16.4,37,4.7,356,876.4
1/5/2023 15:00,28.9,41.8,444,9.6,4.3,122,15.7,37,5.3,332,875.9
1/5/2023 16:00,33.5,48.2,591,20,4.8,108,12.7,58,5.4,307,874.8
1/5/2023 17:00,33.4,47.8,782,31.2,5.2,83,12.7,43,4.7,266,876
1/5/2023 18:00,42,60.1,997,38.2,5.8,73,11.7,44,4.5,241,876.3
1/5/2023 19:00,47.3,67.5,1306,48,6.6,60,11.3,43,4.5,256,876.8
1/5/2023 20:00,53,75.7,1708,59.3,7.7,44,11.1,43,2.4,207,877.1
1/5/2023 21:00,57.7,82.4,1978,64.8,8.6,37,10.5,46,1.8,191,877.3
1/5/2023 22:00,60.3,86.1,2240,68.9,9.4,31,10.1,49,2.2,180,877.2
1/5/2023 23:00,59.3,84.8,2459,70,10.2,28,7.9,58,4,175,875.8
1/6/2023 0:00,56.7,81,2460,65.8,10.4,30,4.6,74,5.1,172,873.6
1/6/2023 1:00,54.2,77.5,2362,58.4,10.4,34,4.1,75,4.4,171,872.8
1/6/2023 2:00,52.4,75,2200,48.2,10.1,41,3.8,75,3.4,162,872.2
1/6/2023 3:00,50.8,72.6,2055,40.7,9.9,44,3.6,74,3.1,159,871.7
1/6/2023 4:00,49.6,71,1886,33,9.8,47,3.6,72,3.5,156,871.8
1/6/2023 5:00,52.6,75.2,1963,32.8,9.4,48,3,78,5.5,157,872.4
1/6/2023 6:00,54.7,78.2,2240,38.8,8.8,55,2.9,79,5,159,872.6
1/6/2023 7:00,59.6,85.2,2622,47.1,8.1,64,4.1,75,5.7,162,873.9
1/6/2023 8:00,68.5,97.8,2742,50.2,6.9,80,8.8,66,4.7,157,877
1/6/2023 9:00,40.4,57.9,2180,39.1,6.1,96,14.4,42,1.5,135,879.8
1/6/2023 10:00,24.1,34.6,1282,21.2,5.2,116,16.6,33,1.8,307,880.1
1/6/2023 11:00,19.4,27.9,336,2.5,4.2,134,18.1,29,4.6,309,879.5
1/6/2023 12:00,17.9,25.7,129,0,3.6,138,18.9,28,7.1,311,878.7
1/6/2023 13:00,16.8,24.1,151,0,3.2,137,19.1,28,9.2,315,877.7
1/6/2023 14:00,16.4,23.6,288,2.2,2.9,130,18.5,31,10.7,312,877
1/6/2023 15:00,16.8,24.2,392,9.1,3.1,120,17.3,31,9.7,315,876.8
1/6/2023 16:00,22.6,32.5,551,19.3,3.5,106,13.7,54,6.6,319,875.3
1/6/2023 17:00,25.8,36.9,759,29.1,4.3,88,14.1,35,3.3,229,876.6
1/6/2023 18:00,33.1,47.4,966,35.7,4.9,80,13.3,34,1.5,194,876.8
1/6/2023 19:00,38.2,54.6,1262,45,5.8,69,10.3,46,1.8,180,875.8
1/6/2023 20:00,43.4,62.2,1616,54.8,7,56,10.2,46,2.2,180,876.1
1/6/2023 21:00,47.7,68.2,1803,58.2,7.7,51,9,49,2.9,180,875.5
1/6/2023 22:00,49.2,70.5,1955,59.3,8.4,48,8.7,47,3.6,180,875.5
1/6/2023 23:00,47.5,68,2060,57.5,9,46,9,43,3.6,174,875.2
1/7/2023 0:00,44.7,63.8,2028,52.4,9.1,47,8.6,42,3.3,174,874.6
1/7/2023 1:00,42.5,60.8,1923,44.7,9.1,50,7.9,43,3.7,169,873.7
1/7/2023 2:00,41.1,58.7,1774,35.2,8.8,53,7.2,45,3.8,163,872.8
1/7/2023 3:00,40,57.3,1653,29.6,8.5,54,5.8,48,4.2,160,871.5
1/7/2023 4:00,39.1,56,1522,24.6,8.1,54,4.6,51,5.5,157,870.7
1/7/2023 5:00,40.4,57.7,1554,24.1,7.2,52,4.3,48,4.8,153,871.4
1/7/2023 6:00,43.1,61.5,1836,31.8,7.2,56,4.2,47,4,153,871.9
1/7/2023 7:00,49.5,70.8,2228,42.4,7.1,63,5.6,48,3.5,156,873.4
1/7/2023 8:00,61,87.1,2392,48.1,6.6,75,10.1,46,5.8,150,876.1
1/7/2023 9:00,31.1,44.5,1910,38.1,5.7,90,15.2,31,4.7,113,878.8
1/7/2023 10:00,14.6,21,1117,20.8,4.6,108,17.5,23,4,80,879.4
1/7/2023 11:00,13.5,19.5,288,2.5,3.3,127,18.9,20,2.3,18,879.1
1/7/2023 12:00,13.6,19.7,125,0,2.9,135,19.8,19,5.5,328,878.1
1/7/2023 13:00,14.2,20.5,169,0,2.8,138,20,19,8.7,318,877
1/7/2023 14:00,14.8,21.4,322,2.2,2.8,136,19.4,19,10.7,318,875.9
1/7/2023 15:00,15.8,22.7,431,8.9,3,127,18.1,23,8.7,318,875.2
1/7/2023 16:00,21.8,31.1,586,18.6,3.4,112,14.1,48,7.2,307,873.4
1/7/2023 17:00,23.9,34.1,794,31,3.8,87,14.7,25,4.1,232,874.7
1/7/2023 18:00,31.8,45.4,1006,37.9,4.3,78,13.3,28,2.5,188,874.7
1/7/2023 19:00,36.3,52,1309,47.7,5.1,65,9.6,39,1.8,191,873.3
1/7/2023 20:00,42.3,60.5,1689,58.9,6.2,50,12,29,0.7,180,874.8
1/7/2023 21:00,47.8,68.5,1924,64.3,7.1,43,12.9,25,0.7,180,875.4
1/7/2023 22:00,50.8,72.4,2139,68.2,7.9,37,12.7,26,1.8,180,875.1
1/7/2023 23:00,49.9,71.5,2295,68.6,8.8,34,11.1,29,3.3,174,873.9
1/8/2023 0:00,47.4,67.8,2248,62.9,8.9,36,8.6,36,4.5,166,872.2
1/8/2023 1:00,44.8,64,2102,53.5,8.9,41,5.7,45,6.5,161,870.4
1/8/2023 2:00,42.8,61.2,1893,41.5,8.7,48,5.3,45,6.9,152,869.6
1/8/2023 3:00,41.3,59,1730,34.1,8.6,51,5,44,6.3,156,869
1/8/2023 4:00,40.5,58,1555,27.2,8.6,53,4.8,43,5.2,155,868.8
1/8/2023 5:00,43.3,61.9,1581,25.6,8.1,53,4.2,50,6.9,152,869.7
1/8/2023 6:00,46.8,67.1,1888,33.7,8.1,59,4.8,45,4.8,153,870.6
1/8/2023 7:00,54.4,77.8,2314,44.9,8.2,68,6,46,5.4,160,871.8
1/8/2023 8:00,68.5,97.8,2505,50.9,7.8,83,10,48,6.3,156,874.4
1/8/2023 9:00,27.3,39.1,2013,40.3,6.8,98,15,32,5.6,105,877.2
1/8/2023 10:00,13.9,20,1196,22,5.2,115,17.4,25,6.1,93,877.5
1/8/2023 11:00,12.7,18.2,337,2.5,3.7,132,19,21,4,100,877.1
1/8/2023 12:00,12.8,18.5,157,0,3.1,138,19.9,19,1.9,112,876.3
1/8/2023 13:00,13.3,19.1,186,0,2.9,140,20.1,18,0.8,207,875.5
1/8/2023 14:00,14.1,20.3,340,2.2,3,135,19.8,18,2.3,231,875
1/8/2023 15:00,15.4,22.1,466,10.4,3.3,124,18.8,24,3.1,234,874.7
1/8/2023 16:00,22,31.5,651,22.2,4,107,15.1,53,5.1,225,873.6
1/8/2023 17:00,34.6,49.4,1026,46,4.7,76,13.4,37,4.6,198,873.6
1/8/2023 18:00,47.7,68.2,1415,60,5.5,60,13.6,32,3,194,874.2
1/8/2023 19:00,56.7,81,1968,80,6.7,38,11.8,35,0.7,180,874.1
1/8/2023 20:00,60.1,85.9,2600,100.7,8.1,15,9.1,43,1.8,180,873.3
1/8/2023 21:00,59.5,85,2881,106.4,8.9,9,9.4,39,2.5,172,873.6
1/8/2023 22:00,56,79.9,3072,107.3,9.6,9,8.6,41,4.1,165,873.4
1/8/2023 23:00,50.3,71.9,3153,101.9,10.2,13,8.9,38,4.6,162,873.3
1/9/2023 0:00,44.8,64,3033,91.3,10.5,20,8.1,40,5.6,153,872.5
1/9/2023 1:00,41.8,59.6,2787,75.8,10.6,30,6.4,45,6.8,148,871.2
1/9/2023 2:00,40.6,58,2443,56.7,10.6,43,6.1,44,6.5,146,870.5
1/9/2023 3:00,40.5,57.9,2181,45,10.4,49,6.1,42,5.2,146,870.3
1/9/2023 4:00,40.9,58.4,1906,34.5,10.1,54,5.9,42,5,150,870.4
1/9/2023 5:00,41.7,59.6,1786,28.8,8.8,55,4.7,48,5.2,155,871
1/9/2023 6:00,45.4,65,2049,37,8.8,62,4.4,50,6,155,871.5
1/9/2023 7:00,52.6,75.2,2413,48.3,8.6,72,5.5,52,6.8,155,872.8
1/9/2023 8:00,68,97.1,2539,54.2,8.1,88,10.1,50,7.4,151,875.5
1/9/2023 9:00,17.5,25,2031,42.8,7.2,102,15,35,3.9,112,878.5
1/9/2023 10:00,13.7,19.7,1214,23.2,5.8,118,17.4,28,5.2,74,878.9
1/9/2023 11:00,14.2,20.5,360,2.6,4.3,135,18.8,25,4.7,81,878.3
1/9/2023 12:00,15.3,21.9,186,0,4,143,19.6,24,3.4,72,877.2
1/9/2023 13:00,16.1,23.1,225,0,3.8,148,20,24,2.3,39,876.2
1/9/2023 14:00,17.2,24.7,385,2.3,4.1,146,19.9,23,2.9,353,875.6
1/9/2023 15:00,18.7,26.8,506,10.1,4.3,136,19,30,2.8,320,875.3
1/9/2023 16:00,24,34.3,681,21.2,4.8,119,16.1,45,5.6,285,874.5
1/9/2023 17:00,32.8,46.9,987,37.4,5.6,99,15.9,29,5.4,262,874.9
1/9/2023 18:00,45.9,65.7,1355,50.8,6.2,82,14.6,31,6,245,875.2
1/9/2023 19:00,59.3,84.5,1880,69.9,7.3,57,12.6,37,4.5,209,874.9
1/9/2023 20:00,65.4,93.6,2490,90.1,8.6,31,12.5,38,1.1,180,875.3
1/9/2023 21:00,67.8,96.9,2781,96.2,9.2,23,11.6,41,2.2,171,874.7
1/9/2023 22:00,68.2,97.6,2997,97.9,9.9,20,12.7,37,2.2,171,875.1
1/9/2023 23:00,65.4,93.6,3118,94.2,10.5,22,11.3,41,3,166,873.8
1/10/2023 0:00,61,87.1,3028,85.4,10.8,27,10.1,44,2.9,173,873
1/10/2023 1:00,57.5,82.2,2817,72.4,10.9,35,9.3,46,2.9,173,872.4
1/10/2023 2:00,55.1,78.7,2518,56,10.9,46,7.7,50,3.9,158,871.1
1/10/2023 3:00,53.3,76.4,2293,45.5,10.8,51,5.4,57,5.2,155,869.6
1/10/2023 4:00,52.3,74.7,2055,35.8,10.6,55,5.2,55,4.6,162,869.4
1/10/2023 5:00,52.4,74.7,2000,30.6,9.1,54,4.5,57,3.8,163,870.1
1/10/2023 6:00,55.4,79.2,2322,38,8.5,61,4.6,56,3.8,163,870.5
1/10/2023 7:00,61.5,87.8,2768,48.3,7.7,70,5.7,56,3.7,169,871.6
1/10/2023 8:00,74.5,106.4,2938,53.2,6.7,86,10.3,55,4.5,166,874.1
1/10/2023 9:00,31,44.4,2354,41.8,6.1,102,15.2,36,2.9,120,876.7
1/10/2023 10:00,19.7,28.3,1405,22.8,5.5,120,17.3,29,2.6,344,876.9
1/10/2023 11:00,19.4,28,405,2.6,4.8,138,18.5,27,4.6,309,876
1/10/2023 12:00,19.4,27.9,194,0,4.3,143,19.2,27,6.3,301,874.9
1/10/2023 13:00,19.9,28.6,226,0,3.8,142,19.3,28,7.9,300,874
1/10/2023 14:00,20.8,29.9,373,2.2,3.5,136,18.9,30,7.9,294,873
1/10/2023 15:00,22.3,32,468,8.2,3.8,126,17.9,33,7.1,285,872.1
1/10/2023 16:00,25.9,37,612,17.1,4.2,112,14.9,54,5.1,266,871
1/10/2023 17:00,31.8,45.4,797,27.6,4.8,96,12.8,45,8.1,257,871.3
1/10/2023 18:00,40.4,57.7,1083,38.2,5.3,82,13.3,37,6.8,267,872
1/10/2023 19:00,47.8,68.2,1491,53,6.2,62,13,37,4.8,228,872.5
1/10/2023 20:00,55.9,79.9,2002,69.8,7.2,39,11.1,46,2.5,188,871.8
1/10/2023 21:00,63.1,90.3,2316,77.2,8.1,30,7.6,63,3.3,186,870
1/10/2023 22:00,67.1,95.9,2602,82.1,8.9,24,6.6,67,2.5,180,869.2
1/10/2023 23:00,65.9,94.1,2807,82.3,9.7,23,7.7,60,1.8,180,869.4
1/11/2023 0:00,61.7,88,2748,75.6,10.1,28,8.6,56,1.4,180,869.2
1/11/2023 1:00,57.4,82,2556,64.2,10.4,37,6.8,63,3.1,159,867.8
1/11/2023 2:00,52.9,75.4,2258,49,10.7,51,5.1,70,5.3,152,866.4
1/11/2023 3:00,46.7,66.8,2011,38.8,11.1,61,5.2,68,5.3,152,866.1
1/11/2023 4:00,41.3,59.1,1734,28.6,11.4,73,5.3,68,4.5,151,866.2
1/11/2023 5:00,47.6,68.2,1987,31.2,11.6,65,4.6,73,5,150,867.3
1/11/2023 6:00,48.1,68.7,2073,35.1,11.2,74,5.1,69,6.1,140,868.1
1/11/2023 7:00,47.8,68.5,2189,40.4,10.7,86,6.3,66,8.7,142,869.3
1/11/2023 8:00,48.7,69.6,2124,41.5,9.7,105,10.5,55,7.6,135,871.8
1/11/2023 9:00,23.5,33.6,1718,32.2,8.6,120,14.2,43,6.6,103,873.8
1/11/2023 10:00,22.8,32.6,1125,17.7,7.4,137,16.4,38,8.3,108,874.2
1/11/2023 11:00,22.6,32.5,512,2.5,6.1,154,17.8,37,5.9,128,873.7
1/11/2023 12:00,23.5,33.6,375,0,5.7,160,18.6,35,1.9,158,873.1
1/11/2023 13:00,24.8,35.5,393,0,5.4,162,18.8,35,1.4,180,872.2
1/11/2023 14:00,26.8,38.5,506,2.3,5.6,158,18.5,36,1.8,217,871.4
1/11/2023 15:00,29.3,42,604,8.1,5.9,149,17.7,38,5.1,266,871.2
1/11/2023 16:00,32.8,47,749,16.5,6.6,136,14.9,59,4.4,279,870.4
1/11/2023 17:00,33.3,47.7,954,30.8,6.4,104,14,49,5.8,270,870.4
1/11/2023 18:00,45.9,65.7,1300,43.8,7.2,87,12.8,53,4.8,243,870.5
1/11/2023 19:00,59.5,85,1793,62.2,8.3,63,11.9,56,3.1,201,870.8
1/11/2023 20:00,71.2,102,2329,80.3,9.6,38,10.1,63,0.4,180,870.5
1/11/2023 21:00,75.7,108,2513,83,10,32,7.3,75,2.5,172,869.3
1/11/2023 22:00,74.7,106.6,2594,80.2,10.3,32,6.9,74,2.6,164,869.2
1/11/2023 23:00,69.8,99.9,2598,72.9,10.6,35,6.8,73,2.6,164,868.8
1/12/2023 0:00,66.1,94.5,2523,65.3,10.8,38,6.2,75,3.7,151,867.9
1/12/2023 1:00,63.6,90.8,2380,55.4,10.9,44,5.6,76,3.5,156,867.3
1/12/2023 2:00,62.2,88.7,2159,42.8,11.1,52,5.1,76,3.1,159,866.5
1/12/2023 3:00,59.6,85.2,1960,34.2,11.2,59,4.7,75,3.1,159,865.9
1/12/2023 4:00,56.6,81,1736,26,11.3,66,4.5,74,3.1,159,865.2
1/12/2023 5:00,58.2,83.1,1935,27.7,11.8,62,4.2,75,4.1,165,865.3
1/12/2023 6:00,56,80.1,2064,33.2,11.7,69,4,74,2.7,157,865.9
1/12/2023 7:00,58,82.9,2240,40.8,11.6,79,5.3,69,4.3,156,867
1/12/2023 8:00,64.5,92.2,2220,43.8,10.9,94,9.9,60,5.9,133,869.8
1/12/2023 9:00,29.7,42.8,1785,34.2,9.4,107,14,42,3,76,872.1
1/12/2023 10:00,28.1,40.5,1131,18.6,7.3,122,15.8,39,3.1,36,872.6
1/12/2023 11:00,28.1,40.4,449,2.2,5.2,136,16.9,37,2.7,23,872
1/12/2023 12:00,28.5,41,296,0,4.6,140,17.9,36,2.5,352,870.9
1/12/2023 13:00,28.8,41.4,312,0,4.3,140,18.4,34,4.1,308,870
1/12/2023 14:00,29.1,41.9,411,2.1,4.4,135,18.1,35,6.8,288,869.2
1/12/2023 15:00,29.4,42.3,480,7.2,4.7,125,17.1,37,7.8,283,868.7
1/12/2023 16:00,31.3,45.1,587,14.4,5,111,14.6,53,4.5,284,868.1
1/12/2023 17:00,35.5,50.8,820,27,5.9,95,12.8,50,7.6,267,867.7
1/12/2023 18:00,45.5,65.2,1077,36.3,6.6,83,10.3,61,7.1,246,867.4
1/12/2023 19:00,55.3,79.2,1445,49.7,7.4,66,12.1,52,6.3,239,869.2
1/12/2023 20:00,63.3,90.8,1884,64,8.6,47,11.9,53,4.2,211,869.9
1/12/2023 21:00,72.2,103.4,2111,68.7,9.2,39,11.6,55,2.5,188,870.4
1/12/2023 22:00,78.5,112.5,2293,70.3,9.9,35,11.5,55,2.2,180,870.4
1/12/2023 23:00,79.6,113.9,2427,68.8,10.4,33,11.3,55,2.5,188,870
1/13/2023 0:00,76.1,109,2408,64.1,10.6,35,11,56,2.6,196,869.5
1/13/2023 1:00,71.5,102.2,2308,56.8,10.8,41,10.7,56,1.4,180,869
1/13/2023 2:00,66.6,95.5,2156,46.9,10.6,47,10.6,55,1.8,191,868.3
1/13/2023 3:00,61.5,87.8,2046,40.1,9.9,49,10.7,53,2.9,210,867.9
1/13/2023 4:00,56.5,80.8,1925,33.3,9.1,50,10.9,50,3.1,216,868.1
1/13/2023 5:00,52.3,74.7,1819,27.6,7.5,54,10.7,50,3.6,225,868.6
1/13/2023 6:00,54.5,78,1913,30.8,7.3,63,10.8,48,2.6,196,869.4
1/13/2023 7:00,60.3,86.1,2040,35,7,75,10.7,47,1.9,158,870
1/13/2023 8:00,55.4,79.4,2017,35.7,6.5,94,11.5,50,0.5,135,871
1/13/2023 9:00,36.2,51.9,1684,27.7,6,112,13.8,39,2.3,309,872.5
1/13/2023 10:00,32.8,47,1185,15.2,5.4,132,15.5,36,7.4,317,873.1
1/13/2023 11:00,31.8,45.5,665,2.3,4.9,151,16.2,33,10.9,314,872.7
1/13/2023 12:00,30.9,44.1,547,0,4.9,156,16.5,33,12.8,308,871.8
